gene	logfoldchanges	scores	pvals	pvals_adj	pct_in_group
FAM78A	-0.7555729	-3.2573445	0.001124598227686016	0.005764840172356146	
THOC6	-0.23996934	-3.2573726	0.001124487067565276	0.005764840172356146	
IL4R	0.16372007	-3.2583487	0.0011206266001669515	0.005746697743746363	
TIMM44	-0.32337147	-3.2591121	0.0011176149459026022	0.005732359638584574	
HINT3	-0.39759347	-3.2602162	0.0011132727440173573	0.0057111901685460995	
ZBTB21	-0.46409124	-3.2619317	0.0011065578951593542	0.005677838280973064	
OCEL1	-0.48601815	-3.2625108	0.001104299319129425	0.005667343425978178	
SCARB2	-0.5476684	-3.2628677	0.0011029103460148861	0.0056613082438643604	
IER3	-2.2008877	-3.2639918	0.001098543302227145	0.0056399811531572894	
CASP3	-0.5477888	-3.264531	0.0010964549779139948	0.00563034715185009	
ZNF134	-0.23549299	-3.2651763	0.0010939600271652648	0.005618620978169193	
AK5	-5.8537927	-3.2652946	0.0010935034473451043	0.005617361447040109	
NBPF11	-0.33582532	-3.2684608	0.0010813417528800237	0.005555960264797632	
LRCH3	-0.3053133	-3.2686331	0.0010806833909996784	0.0055536511696404585	
STX5	0.05209526	-3.2687793	0.0010801248398815187	0.005551854209864801	
OSBPL5	-5.940596	-3.2688916	0.001079696543312418	0.005550726194332835	
IGFBP7	-6.534054	-3.2700138	0.0010754222089929594	0.005529821414746347	
CSNK1G3	0.014473876	-3.2701821	0.001074782410526626	0.005527600946088853	
PSENEN	-0.1597913	-3.2703264	0.001074234292094356	0.005525851219194095	
UBA5	-0.4982364	-3.2727172	0.0010651898289099821	0.005480387236275342	
RFK	-0.58163375	-3.2728436	0.0010647141723818822	0.00547900057845848	
MED31	-0.44552258	-3.2735007	0.0010622409114501704	0.005467331755506212	
SEC24C	-0.564689	-3.274142	0.0010598330971405706	0.005455995330021155	
USPL1	-0.22204345	-3.274571	0.001058225689883911	0.005448775786792807	
UTP14A	-0.5439473	-3.2755709	0.001054486334058894	0.005430573972670285	
FAM50A	-0.6275496	-3.275639	0.0010542319936864488	0.005430316310114752	
ZNF195	-0.3582954	-3.2765648	0.0010507815777579855	0.005413592470484493	
ASAH1	0.020199882	-3.2777734	0.0010462938309785568	0.005391516815350729	
CTNNBL1	-0.14133629	-3.2779257	0.001045729471337633	0.005389653600675382	
PPP1R21	-0.39688322	-3.2788556	0.0010422900120922874	0.005372968625174729	
ZNF683	-5.7894406	-3.2797513	0.0010389864699041802	0.005356977959957945	
TOMM70	-0.4128017	-3.280649	0.0010356852611833763	0.005340993123203912	
CHMP6	-0.46614656	-3.2806792	0.0010355748977647105	0.005340993123203912	
RXRB	-0.45869595	-3.28221	0.0010299680933095526	0.005314603368680761	
FAM91A1	-0.2502535	-3.2823243	0.0010295509128171406	0.005313482274129472	
GRHPR	-0.04699038	-3.28316	0.0010265036617274537	0.005298784390183334	
AC013264.1	-3.3322446	-3.2833705	0.0010257376849203037	0.0052958589602752045	
WARS2	-0.50790393	-3.283577	0.0010249868121501057	0.005293010390545494	
PTGDS	-6.2708845	-3.2840118	0.0010234065409032798	0.005285876885089054	
ZMYND11	-0.6277979	-3.2848976	0.0010201947113882726	0.005270311998831661	
TNFRSF10B	-0.7052981	-3.2874587	0.0010109604300166486	0.0052236231083616835	
AXIN1	-1.3520837	-3.28814	0.0010085167983603857	0.005212010107645477	
XPNPEP3	-0.31291363	-3.2897751	0.0010026743730821711	0.005182824224455664	
DCTN5	-0.41957873	-3.2897813	0.0010026529515039435	0.005182824224455664	
SPG21	-0.019430071	-3.2905066	0.0010000711888439818	0.005171379791494979	
BBS2	-0.7548852	-3.2907913	0.0009990601348372151	0.00516715690286794	
CCR6	-0.16077934	-3.291152	0.000997779877101984	0.005161539772964896	
UTP11	-0.6768381	-3.291617	0.000996132007513692	0.005154018420811061	
GCN1	-0.51416945	-3.2920058	0.0009947559823405916	0.0051479009452162355	
GFPT1	-0.57752335	-3.292635	0.0009925325363276255	0.0051373947970889886	
ABHD3	-0.41598874	-3.2934847	0.0009895374771396136	0.005122889872398478	
GPR155	-1.7761798	-3.2946289	0.000985517258247746	0.005103070954016529	
RAD50	-0.2680846	-3.2953663	0.0009829343137537912	0.005090688060261499	
MAPK8IP3	0.021620236	-3.2979174	0.0009740475594076993	0.0050456460887735805	
SCGB3A1	-5.9466767	-3.2987092	0.0009713052443921407	0.005032421460175187	
MOCS2	-0.45215052	-3.2989917	0.0009703280749508163	0.005028338838782949	
NUP93	-0.5597829	-3.2992542	0.0009694210242223395	0.005024618058269415	
TRERF1	-2.6580653	-3.299719	0.0009678165707733548	0.005017280404639165	
OAZ2	-0.31196344	-3.3001359	0.0009663801864244134	0.005010811349000095	
POM121	-0.41857865	-3.3003464	0.0009656558386753931	0.005008032494859175	
UQCRHL	-0.2752406	-3.3010979	0.0009630729851414413	0.0049956121920519845	
CBL	-0.31169495	-3.302705	0.0009575705826317085	0.004968039921094706	
GOT1	-0.4654248	-3.30317	0.0009559843035390395	0.004960778368559963	
PIGB	0.010121926	-3.3035808	0.0009545846603975685	0.0049544826574315515	
POLR3F	-0.5262645	-3.3036308	0.0009544141021203066	0.0049544826574315515	
FUNDC1	-0.5805007	-3.304162	0.0009526079189443873	0.004946154693811852	
ZNF121	-0.3890686	-3.3059616	0.0009465108597597365	0.004915457628283321	
ALOX12-AS1	-0.20857571	-3.307118	0.0009426123585693076	0.004896168434319646	
METAP1	-0.45644867	-3.3074365	0.0009415406921411453	0.004891557868729379	
KYAT3	-0.48622122	-3.3077111	0.0009406182119668043	0.00488772071473425	
NRAS	-0.19346902	-3.3079114	0.0009399453974798332	0.004885179647950036	
SYVN1	-0.03823585	-3.3084946	0.0009379900428908019	0.0048759705358878596	
HDDC3	-0.39828065	-3.308699	0.0009373055532879203	0.004873365473560179	
HMGCS1	-0.23030144	-3.3095326	0.0009345186989500555	0.0048598263548020985	
APP	-0.076595336	-3.309625	0.0009342110089939493	0.004859176987876747	
TBC1D14	-0.34720165	-3.3100057	0.0009329411098992793	0.004853521581525337	
COX10	-0.5907363	-3.3101518	0.0009324536267199821	0.004851935188839155	
ZUP1	-0.6400235	-3.3106148	0.0009309125974726317	0.0048448650730810805	
COMMD3	-0.0328345	-3.3125486	0.0009245004480103763	0.004812435841689736	
BMT2	-0.4748294	-3.3130977	0.0009226872700152748	0.0048039382859424076	
HEATR1	-0.3041504	-3.3140838	0.0009194397585297555	0.00478796813126222	
RUVBL1	-0.49817893	-3.3173563	0.0009087366873802135	0.0047331593991531825	
CRIP2	-0.42353693	-3.3197188	0.0009010811440841482	0.004694205356450916	
MAP4K4	-0.046821676	-3.320254	0.0008993557675521909	0.00468613545300327	
CNOT11	-0.92768705	-3.3213263	0.0008959077636525167	0.004669084794141224	
ZRANB1	-0.6249245	-3.3218853	0.0008941145106093173	0.004660652986366943	
NEK1	-0.057239152	-3.322242	0.0008929721670651372	0.00465561146104831	
TRBV7-9	-6.0956454	-3.3248892	0.0008845366190989982	0.004612536550722439	
TRAF7	-0.24619949	-3.3270416	0.0008777328554636383	0.0045779555662025205	
TOB2	-0.17054026	-3.3275285	0.0008762002022771891	0.004570858719592818	
SOS2	-0.7333094	-3.330372	0.0008672997019520628	0.0045253158182536075	
DDX59	-0.6073003	-3.3309753	0.0008654225267095334	0.004516407880897838	
TRMT2B	-0.35579738	-3.3311017	0.0008650301066459566	0.004515246505212663	
SCO1	-0.29477742	-3.3326428	0.0008602533704672677	0.004491195115625517	
TMEM161B-AS1	-0.38712797	-3.3326607	0.000860197610972045	0.004491195115625517	
C16orf58	-0.71953756	-3.3327549	0.0008599064769439518	0.00449114840846793	
RPSA	-0.10914143	-3.3333	0.0008582234099225933	0.004483238996134553	
SLC12A7	-1.1460984	-3.3345044	0.0008545154005968414	0.004464746379489571	
MRPL12	-0.19266093	-3.3347428	0.0008537829668069957	0.0044617965935436765	
ARID3B	-0.794692	-3.3356447	0.0008510185195078065	0.004448224430678071	
CRKL	-0.5370345	-3.3366168	0.0008480483559775186	0.004433571450339588	
GSS	-1.0407602	-3.3374083	0.0008456364634921791	0.004421831903041241	
ABHD16A	-0.27088618	-3.3385065	0.0008423008789661097	0.004405256800873717	
ACOT2	-0.37494758	-3.3396387	0.0008388745986376451	0.004388200739458762	
CD55	-0.088011734	-3.340827	0.0008352924281442176	0.0043703223322136145	
LRRC8D	-0.82809585	-3.3431036	0.0008284697205769134	0.004335478775982237	
TYK2	-0.30574194	-3.3432178	0.0008281287498904985	0.004334547862020394	
ASB6	-0.6554332	-3.3450975	0.0008225363538873246	0.004306124433715029	
BRAT1	-0.52550775	-3.3451016	0.0008225244673243791	0.004306124433715029	
ABHD2	-1.1994822	-3.345344	0.0008218056266707423	0.00430399443375008	
TBC1D4	-3.847316	-3.3459613	0.0008199784796483797	0.004295271582691029	
ZNF362	-0.6856292	-3.3465383	0.0008182733890399443	0.004287184783617717	
SPG11	-0.13630266	-3.3466005	0.0008180900512169746	0.004287069296391161	
PRMT7	-0.71399605	-3.3470495	0.0008167664198197872	0.004280977060222861	
AC004687.1	-0.011012491	-3.3505723	0.0008064470611924219	0.0042277231635963275	
IFRD2	-0.16150382	-3.3512719	0.0008044128988479038	0.004217891189283574	
MON1B	-0.42136875	-3.351286	0.0008043721477805474	0.004217891189283574	
PARN	-0.16809961	-3.351328	0.0008042499060725513	0.004217891189283574	
TRMO	-0.2650647	-3.3516467	0.0008033249209550775	0.00421468082788492	
HEBP1	-0.723449	-3.3531637	0.0007989345846021612	0.004192474298941923	
TIGAR	-0.40659368	-3.3537247	0.0007973163312089718	0.004184808603318179	
SNX14	-0.3631964	-3.353899	0.0007968141365316541	0.0041829988020688985	
CYP51A1	-0.16272593	-3.3541617	0.0007960585121119361	0.004179857604390191	
TRIM37	-0.6868569	-3.3544042	0.0007953611598116659	0.004177021194750893	
RNF220	-0.43366718	-3.3569994	0.0007879331825731129	0.004138829260792641	
ING1	-0.32885367	-3.357382	0.0007868430922337282	0.004133920250737352	
SLC35A3	-0.66710097	-3.3601375	0.0007790367988683555	0.004093716701684859	
UMAD1	-0.26003736	-3.3604603	0.0007781274697184411	0.004089746888994749	
HACL1	-0.4195715	-3.3607848	0.0007772134871465826	0.004085751043288967	
CD244	-5.734981	-3.3608851	0.0007769315950857381	0.004085077124784141	
NKIRAS2	-0.31505725	-3.3615985	0.0007749272655925024	0.004075344636363895	
TYW1	-0.3646014	-3.3620534	0.0007736517314131325	0.004069441790862784	
NUP160	-0.17166902	-3.3621595	0.0007733542002662273	0.0040686819653357196	
BOLA2B	-0.1079647	-3.3625903	0.0007721483234571382	0.004063142009338205	
ADA2	-0.45823628	-3.362769	0.0007716496575988443	0.004061322029568254	
SMAD3	-0.15920201	-3.3630555	0.000770849056512337	0.004057911878201903	
ZC3H3	-0.57048976	-3.3631735	0.000770518963357439	0.004056977719310097	
CDADC1	-0.7185823	-3.3635542	0.000769456843062862	0.004052188118043949	
PEX26	-0.43421444	-3.3640733	0.0007680111946312007	0.0040453764451253834	
FAR1	-0.33280674	-3.3666806	0.0007607875333053805	0.004008121278042361	
TSC2	-0.49913892	-3.367404	0.0007587943302976084	0.0039984128677597415	
AHCY	-0.14464752	-3.3674603	0.0007586399356407608	0.003998391998690419	
IL15RA	-0.8453877	-3.369853	0.0007520831857910145	0.003964620982772585	
KIAA0355	-0.4492283	-3.3701656	0.0007512304225831415	0.003960911208458108	
TARS	-0.43305895	-3.371332	0.0007480568774311771	0.003944961060564138	
BX890604.2	-0.6540668	-3.371831	0.0007467029301453092	0.00393860233783135	
CNOT3	-0.34223658	-3.3720634	0.0007460729529767418	0.003936060543304649	
ATXN3	-0.23325825	-3.3730433	0.0007434226957494902	0.003922857222617769	
CRY2	-0.17226338	-3.3735163	0.000742146765589969	0.003916902081536097	
SENP2	-0.3901602	-3.3737426	0.0007415365532591666	0.003914458798227485	
RPL22	-0.076217584	-3.3745182	0.000739450240029929	0.0039042208839403024	
ANKRD36B	-0.7435219	-3.374903	0.0007384171944704797	0.0038995411507710864	
JMJD7	-0.69636	-3.3755143	0.0007367789141780505	0.003891662710639588	
FLAD1	-0.19260752	-3.3766103	0.0007338492063901732	0.0038769584688221857	
PPP1R15B	-0.12074573	-3.3767066	0.000733592637627332	0.0038763735020868506	
BRK1	-0.10904963	-3.377973	0.0007302222439403484	0.0038593312828973	
NCOA2	-0.32835808	-3.378352	0.000729217123000603	0.003854785583180793	
NUBP1	-0.052914876	-3.3795583	0.0007260241862873966	0.003838670548504618	
KANSL3	-0.47857118	-3.380935	0.0007223962893543791	0.003821009149203989	
MAP4K1	-0.019853396	-3.3821855	0.0007191156844210447	0.0038044139681980386	
CERS5	-0.5689958	-3.3831012	0.0007167218482116484	0.0037925044801149516	
KIF21B	-0.87239575	-3.3839931	0.0007143979863162524	0.003780960589068035	
SQSTM1	-0.21229497	-3.3862917	0.0007084404051016079	0.0037501767630343827	
AKT1	-0.93516904	-3.3882575	0.0007033816974740746	0.003724139867960842	
MSMO1	-0.53731877	-3.3911994	0.0006958743525251387	0.0036851254066080216	
AC004865.2	-0.99526864	-3.3913658	0.0006954521231984138	0.003683623352429382	
FARSA	-0.39466906	-3.396985	0.0006813270083454225	0.0036095257235026876	
MRPS16	-0.043099597	-3.3971875	0.0006808232331547708	0.0036075758999243725	
PPP3R1	-0.5048976	-3.3978589	0.0006791547734802156	0.0035994525871048157	
EPS15L1	-0.15209343	-3.3995721	0.0006749136803936964	0.0035776886141172834	
PANK2	-0.50178957	-3.4002035	0.0006733573885546251	0.003570150813962374	
IFIT5	-0.4305864	-3.4009268	0.0006715779316734668	0.0035614265454806614	
BANP	-0.20354825	-3.4016943	0.0006696948118125824	0.0035521489529368646	
UBASH3B	-2.0015578	-3.4017065	0.0006696653503347918	0.0035521489529368646	
SPOUT1	-0.55310357	-3.4018767	0.0006692481088330342	0.003551196942438254	
TMEM181	-1.8347656	-3.402448	0.0006678508857920734	0.003544490553807412	
XRCC1	-0.32482916	-3.4027145	0.0006671997769590331	0.003541742135369311	
PDPR	-0.5060683	-3.403548	0.0006651670341178879	0.0035316569316458934	
TDP1	-0.44716153	-3.4056242	0.0006601297225745878	0.003505611967294699	
SUN1	-0.26801553	-3.4061913	0.0006587598814898545	0.003499036548784741	
ZNF862	-1.1910924	-3.4077244	0.0006550701728492201	0.003480133944465205	
RNF34	-0.60554296	-3.409041	0.0006519167136129317	0.003464073236928851	
CLP1	-0.43523577	-3.410997	0.0006472581779261482	0.0034400070208156553	
ARHGEF9	-0.650252	-3.4118607	0.0006452108472552658	0.0034298118218395422	
SAAL1	-0.40798885	-3.4122674	0.0006442486472113169	0.003425382035252969	
D2HGDH	-0.9818583	-3.4125922	0.000643481740821958	0.0034219890334747545	
MLH1	-0.4207728	-3.413592	0.0006411248123346789	0.003410137359824581	
DHX40	-0.23704287	-3.4141092	0.0006399093515070454	0.0034043536136320576	
UFSP2	-0.57736754	-3.41557	0.0006364865424618059	0.0033868219844028703	
SLC17A5	-0.9788662	-3.4172955	0.0006324659028032765	0.003366101568003261	
CCNY	-0.6652793	-3.420103	0.0006259740741305803	0.003332218088587361	
TMEM209	-0.46159232	-3.420658	0.0006246978990394255	0.0033260908370530626	
ASPSCR1	-0.22429045	-3.4217002	0.0006223087261414054	0.003314033987600163	
ACTR5	-1.1416503	-3.4227364	0.0006199417673861372	0.0033020906283278842	
CYB5R1	-0.6326976	-3.4231431	0.0006190146736262686	0.003297813391523871	
PPTC7	-0.30521074	-3.423566	0.0006180524115424266	0.0032933470421784594	
FBXL20	-0.52091056	-3.4242995	0.0006163865748045193	0.0032851290899798113	
NAA10	-0.27670595	-3.424476	0.0006159866692515604	0.0032836561736937875	
HOOK2	-0.4487256	-3.4251232	0.0006145209025008039	0.003276499712651729	
ARPC1B	-0.17064832	-3.426528	0.0006113509385466742	0.0032602521259293845	
TMEM87B	-0.1446355	-3.4272614	0.0006097019175256945	0.003252110629322784	
TRRAP	-0.4083844	-3.4279268	0.0006082096655255722	0.003244802228021715	
SCCPDH	-0.8779099	-3.4283576	0.0006072451115223294	0.003240306729402127	
GOSR2	-0.1417958	-3.4287343	0.0006064028543870171	0.003236462141918178	
CREBZF	-0.19902956	-3.429097	0.0006055929852393871	0.0032327889043337354	
TRIM59	-0.7540106	-3.4299047	0.000603793410258819	0.0032238298616450683	
LTN1	-0.50933176	-3.430512	0.0006024436590082163	0.003217269441989026	
LAG3	-7.277539	-3.430604	0.0006022389919751823	0.003216822782899592	
HDHD5	-0.51272815	-3.4311352	0.0006010611915891631	0.003211176967085099	
ZER1	-0.63801605	-3.4311411	0.0006010478702807662	0.003211176967085099	
PICALM	-0.5141381	-3.4314537	0.0006003555407815455	0.0032086969472014276	
MFSD5	-0.32963637	-3.431592	0.0006000495549344475	0.0032077065809739905	
MBD4	0.013618622	-3.4324195	0.0005982211068916594	0.0031985754979025178	
PIK3CB	-1.0862906	-3.4333935	0.0005960761129036265	0.0031877478883029155	
GNL2	-0.1594653	-3.4336662	0.0005954771508961319	0.003185185589387863	
SLC5A3	-0.74306536	-3.4349928	0.0005925696073904725	0.003170271254998262	
MTRR	-0.4327009	-3.435147	0.0005922322780857601	0.003169104433106788	
PNO1	-0.17319925	-3.4352312	0.0005920483556341038	0.0031687582046715356	
LRRC41	-0.48117387	-3.4358866	0.0005906182054128745	0.0031617404394096256	
GGCX	-0.512759	-3.4361932	0.0005899501575054891	0.003158800410221272	
KIAA0319L	-0.5788142	-3.4363594	0.0005895880467962356	0.0031574976215589653	
NAA30	-0.632432	-3.436514	0.0005892522977856266	0.0031563355144788737	
DNAJA3	-0.3100724	-3.4376702	0.0005867420187620602	0.0031435227003984677	
REV3L	-0.33352438	-3.4392993	0.0005832218980683694	0.003125293312249837	
BCOR	-0.42442662	-3.4396281	0.0005825141995823939	0.0031221304518452204	
ITGAM	-0.8501316	-3.4409828	0.0005796055322669013	0.0031071672936914016	
FNIP1	-0.008666163	-3.4415998	0.0005782847706537091	0.003100712309704445	
DENND4B	-0.3413189	-3.441652	0.0005781734061465579	0.003100712309704445	
PGAP3	-0.79795086	-3.4443915	0.0005723462484839297	0.0030701091702228793	
CYB5R4	-0.01973533	-3.4448524	0.0005713712108908817	0.003065497661338059	
CRELD1	-0.6739593	-3.4453394	0.0005703427429896511	0.003060597570345636	
NDST2	-0.68222576	-3.448708	0.0005632751887619337	0.0030232817532519054	
DYNC1I2	-0.29843667	-3.4488144	0.000563053688934066	0.0030227032918962917	
CBR1	-0.7772684	-3.4509346	0.0005586489877522508	0.0029996629182761766	
ZCCHC8	-0.4368447	-3.4513955	0.0005576957004755476	0.0029951493277307695	
LINC00963	-2.6587565	-3.4517062	0.0005570541225628035	0.002992308311155367	
APLP2	0.00057216745	-3.4520369	0.0005563719079845126	0.0029892478153063194	
PMM2	-0.35029674	-3.4521852	0.000556066197921976	0.0029882093559579865	
CISH	-3.3545852	-3.4522593	0.0005559134015702002	0.0029879923762051266	
CTSF	-1.4070902	-3.4528184	0.0005547624931066343	0.0029824094466588255	
ZNF7	-0.5102374	-3.45357	0.0005532190691888056	0.002974713663760725	
ACSF3	-0.30706835	-3.4540107	0.0005523154563711664	0.002970455790143511	
CANT1	-0.43446136	-3.4540207	0.0005522949357033086	0.002970455790143511	
MINK1	-0.49212167	-3.455169	0.0005499479657486745	0.0029589204416263196	
UPF1	-0.8435758	-3.4553854	0.0005495066468178239	0.0029571445972405223	
ZDHHC4	-0.17593977	-3.4558363	0.0005485882917517912	0.002952800365830469	
MRPS9	-0.5178507	-3.456155	0.0005479401832184679	0.0029499092829174916	
RAD1	-0.621632	-3.4563975	0.0005474474465725453	0.002947853663381621	
TRIM38	-0.0016763366	-3.456652	0.0005469307207095	0.0029456680092680453	
SLC39A10	-0.32333928	-3.4572191	0.0005457809103235944	0.002940071101639809	
GNL3L	-0.3429516	-3.4574697	0.0005452737608821534	0.0029379345814893078	
SNX13	-0.47985792	-3.45762	0.0005449696819831333	0.0029368915607116183	
BCAP29	-0.20307982	-3.4577382	0.0005447305842760093	0.002936198377503965	
FAM98B	-0.5082429	-3.4593494	0.0005414820961435249	0.0029192804530220585	
RLIM	-0.12690552	-3.4606378	0.0005388971125410963	0.0029059335269283424	
LCLAT1	-0.8400137	-3.460694	0.0005387848088250091	0.0029059174987337492	
SEC62	-0.24322563	-3.461618	0.0005369389404545855	0.002896549644477862	
TARBP2	-0.6007691	-3.4633894	0.0005334158293662312	0.0028781281625507625	
MLST8	-0.10347989	-3.4636338	0.0005329313031512962	0.002876097686590518	
DENND1B	-0.67348593	-3.466185	0.0005278999571620448	0.0028495233471588113	
NFAT5	-0.14626196	-3.4681308	0.0005240920191186667	0.002829543322395905	
ERCC6	-0.5541644	-3.468223	0.0005239122591136705	0.002829147487806227	
SEC22B	-0.41039997	-3.4683392	0.000523685687095454	0.0028284986541983483	
INTS14	-0.5540031	-3.4686418	0.000523096246834166	0.0028258892570335974	
C2orf49	-0.3840289	-3.469678	0.0005210827764701624	0.0028155842886359926	
EXOC2	-0.38030326	-3.4702652	0.0005199448892590035	0.0028100071597427926	
WASHC5	-0.57282937	-3.4711208	0.0005182907493671704	0.002801637142043934	
RRP9	-0.6644078	-3.4738784	0.0005129936226232674	0.002773567431998337	
ZNF564	-0.39982706	-3.4739866	0.0005127867738965518	0.0027730131563370192	
EML3	-0.34587863	-3.4741488	0.000512476646575821	0.0027719000385304734	
RDH11	-0.5828387	-3.4747682	0.000511295173223102	0.0027660725440864704	
EIF2B2	-0.60462135	-3.4754233	0.0005100476417146654	0.0027598852339442365	
CNOT10	-0.4125658	-3.4758704	0.0005091985066111186	0.002755851579559544	
ZNF699	-0.72020155	-3.4760928	0.0005087763343529431	0.002754127533761074	
SDHAF3	-0.57927454	-3.4763212	0.0005083430916914913	0.0027523428466221527	
HELZ2	-0.6231323	-3.4766178	0.0005077811493711633	0.002749860466409159	
MCM3AP	-0.18317781	-3.4773512	0.0005063939670363891	0.0027429071224495997	
CLEC11A	-1.8476716	-3.478165	0.0005048593135982459	0.0027351519967647323	
CAB39	-0.6859549	-3.4787781	0.0005037055203079993	0.0027294574973020006	
ING4	-0.28587237	-3.4806118	0.000500270101211669	0.002711394579956148	
MRPL1	-0.30046487	-3.4831688	0.000495515750461782	0.002686174409855946	
ABHD18	-0.2765494	-3.485229	0.0004917161227151307	0.0026666645226781187	
TMEM205	-0.24643083	-3.4859905	0.0004903184819340823	0.0026596275370053004	
SPATA2	-0.48948848	-3.486193	0.0004899476273950697	0.002658158397332835	
AKAP10	-0.31654805	-3.4865575	0.0004892800151420159	0.002655078301849661	
TRIM27	-0.22269529	-3.487752	0.00048709970152952344	0.0026437865972949158	
UBE4B	-0.4675237	-3.487832	0.0004869536967048679	0.0026435339674670513	
RABEPK	-0.7449976	-3.4883132	0.0004860785245035874	0.002639861279685503	
P4HTM	-0.512394	-3.4900424	0.0004829436573401131	0.002623372055680128	
TBL1XR1	-0.40689003	-3.4903612	0.00048236814730928364	0.002620781477378056	
ABHD10	-0.5178224	-3.4908862	0.00048142121781288887	0.002616171447198686	
TFPT	-1.1790468	-3.4920306	0.00047936349343133405	0.0026055219410861816	
ZNF827	-0.6855555	-3.492361	0.00047877040911931167	0.002602830579665	
ZNF675	-0.28822762	-3.4930625	0.00047751461650198847	0.0025965345728327233	
HAUS4	-0.27905267	-3.4948041	0.0004744099347008287	0.0025801804081058573	
NUDT2	-0.404429	-3.4955835	0.00047302626195609574	0.0025731815424746354	
MAPK6	-0.3802547	-3.496385	0.0004716073887167113	0.0025659882875540365	
EZH1	-0.40562	-3.4979181	0.00046890484483088263	0.0025518062798443957	
DTX3L	-0.35903448	-3.500874	0.000463734795915419	0.002524187413605554	
ATP6V0C	-0.2756025	-3.5014071	0.0004628081140066815	0.002519659332688158	
DDX41	-0.44720381	-3.501786	0.00046215073238749905	0.0025165958443202907	
WDR46	-0.3873474	-3.5024474	0.0004610050114199521	0.002510871352157973	
AUTS2	-0.34659585	-3.5024493	0.00046100154356944184	0.002510871352157973	
ZBTB2	-0.5724253	-3.5032468	0.00045962327006942357	0.0025043720572314903	
NUP62	-0.26234946	-3.5039823	0.00045835575784483986	0.0024979777912155013	
TBC1D25	-0.29182136	-3.504858	0.0004568507400887517	0.00249028626349855	
Z93241.1	-0.69218695	-3.5060284	0.0004548466561195962	0.0024798706201031276	
PRKAG1	-0.19635583	-3.5068722	0.0004534070232793444	0.0024725287795941105	
PHLDA1	-2.7215269	-3.5079663	0.0004515462791094961	0.002462887041340303	
CSTF1	-0.9203949	-3.5081127	0.00045129803909775546	0.0024620382966295653	
ANKRD55	-5.604769	-3.5087438	0.0004502283262459127	0.002456706771359087	
MPHOSPH9	-0.9570358	-3.509846	0.00044836624456510597	0.0024470485450299694	
PFKL	-0.010232706	-3.5101025	0.0004479339196248706	0.002445191137750962	
SNAPC2	-0.6588721	-3.5116596	0.000445317909984744	0.0024314101745038026	
IQCB1	-0.10751989	-3.5121667	0.0004444691898010706	0.0024272748296122163	
TRIM21	-0.77558815	-3.5134833	0.00044227224678554497	0.0024162701022226105	
ST8SIA4	-0.056771617	-3.5136096	0.0004420621144537074	0.0024156186143225924	
CCDC88B	-0.5395906	-3.515313	0.0004392360912422207	0.0024006695597629003	
SERTAD3	-0.31023866	-3.5155494	0.00043884510849258714	0.00239902594377303	
SEC23B	-0.4151486	-3.5157738	0.00043847430676469427	0.0023974919974282674	
LEO1	-1.0164349	-3.516842	0.000436713692181601	0.00238835663055448	
RNPEP	-0.7206459	-3.5170343	0.00043639728558277	0.0023871174014209596	
EPS15	-0.055816866	-3.517345	0.0004358868724313402	0.002384816217034292	
RBM12	-0.70303595	-3.5177357	0.000435245531346082	0.0023817976070923436	
DXO	-0.2577007	-3.517954	0.0004348874220670154	0.002380328004760956	
GPATCH2L	-0.46878892	-3.518862	0.0004334020780839624	0.0023726866804106355	
CHD7	-0.0006535424	-3.519387	0.0004325451681342555	0.0023684833176432587	
RPS20	-0.24338004	-3.5199502	0.0004316278740054791	0.002363947509415131	
GSKIP	-0.73392713	-3.520461	0.0004307970262549575	0.0023598833802206337	
MMP25-AS1	-2.2245357	-3.5216336	0.00042889660251358466	0.002349957286787996	
WIPF2	-0.34260845	-3.522375	0.000427698669151152	0.0023438768922409213	
TXNDC9	-0.4325522	-3.523311	0.00042619114281028814	0.0023360970065487005	
GCDH	-0.8893171	-3.5264091	0.00042123581381351376	0.002309411447060516	
TRAPPC2B	-0.21418759	-3.5280383	0.0004186515760671486	0.0022957169878870935	
WDR13	-0.16526723	-3.5289161	0.00041726547428514745	0.0022885883287298665	
MTRF1L	-0.14028303	-3.528944	0.0004172212404275701	0.0022885883287298665	
CTC1	-0.41508302	-3.529421	0.00041646993455360094	0.002285168123554946	
COMTD1	-0.8640298	-3.5303128	0.00041506857065319363	0.0022779491099300503	
MCCC2	-0.17814961	-3.530834	0.00041425183574096745	0.002273936295365381	
CLSTN1	-0.5371332	-3.5336695	0.00040983316347051714	0.0022501457657266833	
NBPF12	-0.5434877	-3.53384	0.0004095691376082274	0.0022491607662167516	
TATDN3	-0.2615283	-3.534427	0.0004086602421631309	0.0022446333078019955	
TUBB2A	-0.61804974	-3.5346155	0.00040836905053289217	0.0022434975184195413	
THAP4	-0.28197563	-3.5353189	0.0004072834407378697	0.002237995983330957	
NPIPB5	-0.4685655	-3.5363047	0.00040576626841769986	0.002230120274663781	
RNFT1	-0.31964752	-3.536361	0.00040568008425237857	0.0022301077475375326	
ANKZF1	-0.29918855	-3.536473	0.0004055077672185736	0.0022296216269967867	
RPLP2	-0.068827495	-3.5376556	0.00040369643440991987	0.002220121566352423	
KIF3A	-0.97009355	-3.5377336	0.0004035769689613198	0.0022199238944583858	
SETD3	-0.6767792	-3.538411	0.00040254298430436456	0.0022146946760144286	
